TEAM,NAME,EXPERIENCE,URL,POSITION,AGE,HT,WT,COLLEGE,SALARY,PPG_LAST_SEASON,APG_LAST_SEASON,RPG_LAST_SEASON,PER_LAST_SEASON,PPG_CAREER,APG_CAREER,RGP_CAREER,GP,MPG,FGM_FGA,FGP,THM_THA,THP,FTM_FTA,FTP,APG,BLKPG,STLPG,TOPG,PPG
Memphis Grizzlies,Jaren Jackson Jr.,0,http://www.espn.com/nba/player/_/id/4277961,PF,19,210.82,109.5,Michigan State,"5,915,040",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Memphis Grizzlies,Shelvin Mack,7,http://www.espn.com/nba/player/_/id/6454,PG,28,190.5,91.86,Butler,"1,512,601",6.9,3.9,2.4,13.35,6.4,3.1,2,399,17.9,2.5-5.9,0.427,0.6-2.0,0.326,0.8-1.0,0.74,3.1,0.1,0.6,1.2,6.4
Memphis Grizzlies,Doral Moore,0,http://www.espn.com/nba/player/_/id/3908843,C,21,215.9,126.7,Wake Forest,Not signed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Memphis Grizzlies,Chandler Parsons,7,http://www.espn.com/nba/player/_/id/6466,SF,29,208.28,104.07,Florida,"24,107,258",7.9,1.9,2.5,13.67,13.1,2.8,4.6,410,31,5.0-10.8,0.466,1.6-4.2,0.377,1.5-2.1,0.708,2.8,0.4,0.9,1.5,13.1
Memphis Grizzlies,Ivan Rabb,1,http://www.espn.com/nba/player/_/id/3917378,PF,21,208.28,99.55,California,"1,378,242",5.6,4.4,0.4,16.64,5.6,4.4,0.4,36,14.3,2.4-4.2,0.566,0.0-0.0,0,0.8-1.0,0.806,0.9,0.4,0.3,1,5.6
Memphis Grizzlies,Wayne Selden,2,http://www.espn.com/nba/player/_/id/3059316,SG,24,195.58,104.07,Kansas,"1,544,951",9.3,1.9,1.6,11.86,8.1,1.6,1.5,49,18.9,2.9-6.7,0.431,1.1-3.1,0.373,1.2-1.7,0.716,1.6,0.1,0.5,1.3,8.1
Memphis Grizzlies,DJ Stephens,1,http://www.espn.com/nba/player/_/id/2489563,SG,27,195.58,85.07,Memphis,Not signed,,,,,2.3,0,1.7,3,5,1.0-2.3,0.429,0.0-0.0,0,0.3-0.3,1,0,0,0,0,2.3
Memphis Grizzlies,Garrett Temple,8,http://www.espn.com/nba/player/_/id/4023,SG,32,198.12,88.24,LSU,"8,000,000",8.4,1.9,2.3,10.29,5.5,1.7,2,439,19.1,2.0-4.9,0.405,0.8-2.2,0.357,0.8-1.1,0.725,1.7,0.3,0.8,0.9,5.5
Memphis Grizzlies,Yuta Watanabe,0,http://www.espn.com/nba/player/_/id/3133838,F,23,205.74,88.69,-,Not signed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New Orleans Pelicans,Alexis Ajinca,7,http://www.espn.com/nba/player/_/id/3410,C,30,218.44,112.22,-,"5,285,394",,,,,5.3,3.9,0.6,293,13.3,2.2-4.4,0.503,0.0-0.1,0.286,0.9-1.1,0.797,0.5,0.6,0.3,0.8,5.3
New Orleans Pelicans,Trevon Bluiett,0,http://www.espn.com/nba/player/_/id/3136481,SG,23,198.12,89.59,Xavier,Not signed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New Orleans Pelicans,Ian Clark,5,http://www.espn.com/nba/player/_/id/2489785,SG,27,190.5,79.19,Belmont,"1,512,601",7.4,1.5,1.7,9.45,5.3,1.1,1.3,270,13.1,2.1-4.6,0.453,0.6-1.9,0.346,0.5-0.6,0.784,1.1,0.1,0.4,0.7,5.3
New Orleans Pelicans,Anthony Davis,6,http://www.espn.com/nba/player/_/id/6583,PF,25,208.28,114.48,Kentucky,"25,434,263",28.1,11.1,2.6,28.98,23.4,10.3,2.4,410,34.8,8.8-17.1,0.517,0.3-1.1,0.309,5.4-6.8,0.795,1.9,2.4,1.3,1.8,23.4
New Orleans Pelicans,Cheick Diallo,2,http://www.espn.com/nba/player/_/id/3919335,PF,22,205.74,99.55,Kansas,"1,544,951",4.9,4.1,0.4,17.05,4.9,4.1,0.4,69,11.3,2.0-3.7,0.548,0.0-0.0,0,0.9-1.3,0.747,0.3,0.4,0.2,0.5,4.9
New Orleans Pelicans,Solomon Hill,5,http://www.espn.com/nba/player/_/id/2488958,SF,27,200.66,101.81,Arizona,"12,252,928",2.4,1.8,3,4.79,6.2,1.6,3.3,261,23.1,2.1-5.4,0.396,0.8-2.3,0.331,1.2-1.4,0.816,1.6,0.2,0.7,1,6.2
New Orleans Pelicans,Jrue Holiday,9,http://www.espn.com/nba/player/_/id/3995,PG,28,193.04,92.76,UCLA,"25,976,111",19,6,4.5,17.87,14.9,6.2,3.7,585,32.8,5.9-13.2,0.45,1.2-3.3,0.36,1.9-2.4,0.788,6.2,0.4,1.5,2.7,14.9
New Orleans Pelicans,Frank Jackson,0,http://www.espn.com/nba/player/_/id/4065651,PG,20,190.5,92.76,Duke,"1,378,242",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New Orleans Pelicans,Brandon McCoy,0,http://www.espn.com/nba/player/_/id/4278955,C,20,215.9,113.12,UNLV,Not signed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New Orleans Pelicans,Darius Miller,4,http://www.espn.com/nba/player/_/id/6610,SF,28,203.2,101.81,Kentucky,"2,205,000",7.8,1.4,2,9.32,5.2,1.1,1.6,184,18.5,1.8-4.2,0.435,1.1-2.7,0.394,0.5-0.6,0.856,1.1,0.2,0.4,0.6,5.2
New Orleans Pelicans,Nikola Mirotic,4,http://www.espn.com/nba/player/_/id/6459,PF,27,208.28,113.12,-,"12,500,000",15.6,7.4,0.7,18.72,11.8,5.7,0.7,273,23.7,3.9-9.3,0.419,1.8-5.1,0.357,2.1-2.7,0.801,1.3,0.7,0.8,1.2,11.8
New Orleans Pelicans,E'Twaun Moore,7,http://www.espn.com/nba/player/_/id/6460,G,29,193.04,86.43,Purdue,"8,808,685",12.5,2.3,2.9,12.18,7.6,1.8,2,462,21,3.1-6.8,0.455,0.9-2.3,0.385,0.5-0.7,0.74,1.8,0.2,0.7,0.9,7.6
New Orleans Pelicans,Darius Morris,4,http://www.espn.com/nba/player/_/id/6463,PG,27,193.04,88.24,Michigan,Not signed,,,,,3.3,1.4,1,132,11.1,1.3-3.3,0.384,0.4-1.1,0.322,0.4-0.6,0.63,1.4,0,0.3,0.8,3.3
New Orleans Pelicans,Jahlil Okafor,3,http://www.espn.com/nba/player/_/id/3135048,C,22,210.82,124.43,Duke,"1,567,707",6.3,3,0.6,15.43,12.9,5.3,1,131,23.5,5.5-10.6,0.515,0.0-0.1,0.2,2.0-2.9,0.682,1,1,0.3,1.8,12.9
New Orleans Pelicans,Elfrid Payton,4,http://www.espn.com/nba/player/_/id/2583639,PG,24,193.04,83.71,Louisiana-Lafayette,"3,000,000",12.7,6.2,4.3,16.6,11.2,6.4,4.2,300,29.5,4.6-10.1,0.457,0.4-1.2,0.298,1.6-2.6,0.619,6.4,0.3,1.3,2.4,11.2
New Orleans Pelicans,Julius Randle,4,http://www.espn.com/nba/player/_/id/3064514,PF,23,205.74,113.12,Kentucky,"8,641,000",16.1,8,0.5,19.96,13.5,8.9,0.5,238,27.8,5.2-10.6,0.493,0.2-0.6,0.257,2.9-4.1,0.717,2.6,0.5,0.6,2.3,13.5
New Orleans Pelicans,Troy Williams,2,http://www.espn.com/nba/player/_/id/3078286,SG,23,200.66,95.02,Indiana,"1,544,951",6.3,0.8,3,15.18,6.2,0.8,2.6,51,16.9,2.4-5.4,0.449,0.6-2.0,0.29,0.8-1.2,0.661,0.8,0.3,0.9,1,6.2
San Antonio Spurs,LaMarcus Aldridge,12,http://www.espn.com/nba/player/_/id/2983,PF,33,210.82,117.65,Texas,"22,347,015",23.1,8.5,1.2,25.12,19.4,8.3,1.1,869,34.6,7.9-16.1,0.489,0.1-0.4,0.288,3.5-4.4,0.806,1.9,1.1,0.8,1.6,19.4
San Antonio Spurs,Marco Belinelli,11,http://www.espn.com/nba/player/_/id/3190,SG,32,195.58,95.02,-,"6,153,846",12.1,1.9,1.9,14.2,9.9,1.7,2,724,23.3,3.5-8.2,0.427,1.4-3.7,0.377,1.5-1.8,0.841,1.7,0.1,0.6,1,9.9
San Antonio Spurs,Davis Bertans,2,http://www.espn.com/nba/player/_/id/6426,SF,25,208.28,101.81,-,"7,000,000",5.9,1,2,14.13,5.3,0.8,1.7,144,13.2,1.8-4.2,0.44,1.1-3.0,0.384,0.5-0.6,0.819,0.8,0.4,0.3,0.5,5.3
San Antonio Spurs,Jaron Blossomgame,0,http://www.espn.com/nba/player/_/id/2982240,SF,25,200.66,99.55,Clemson,Not signed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
San Antonio Spurs,Dante Cunningham,9,http://www.espn.com/nba/player/_/id/3974,SF,31,203.2,104.07,Villanova,"2,487,000",5.7,0.7,4.1,10,6.1,0.7,3.8,651,21.4,2.6-5.6,0.469,0.3-0.9,0.332,0.6-0.9,0.645,0.7,0.5,0.7,0.5,6.1
San Antonio Spurs,DeMar DeRozan,9,http://www.espn.com/nba/player/_/id/3978,SG,29,200.66,99.55,USC,"27,739,975",23,5.2,3.9,21.1,19.7,3.1,4.1,675,34.1,7.0-15.6,0.448,0.5-1.7,0.288,5.2-6.3,0.827,3.1,0.3,1,2,19.7
San Antonio Spurs,Drew Eubanks,0,http://www.espn.com/nba/player/_/id/3914285,PF,21,208.28,110.86,Oregon State,Not signed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
San Antonio Spurs,Bryn Forbes,2,http://www.espn.com/nba/player/_/id/2994526,SG,24,190.5,85.97,Michigan State,"3,125,000",6.9,1,1.4,9.19,5.6,0.9,1.1,116,15.5,2.1-5.1,0.411,0.9-2.4,0.377,0.5-0.7,0.679,0.9,0,0.3,0.4,5.6
San Antonio Spurs,Pau Gasol,17,http://www.espn.com/nba/player/_/id/996,C,38,213.36,113.12,-,"16,800,000",10.1,8,1,18.98,17.4,9.3,1.6,1196,34,6.6-13.1,0.508,0.1-0.4,0.366,4.0-5.2,0.754,3.2,1.6,0.5,2.2,17.4
San Antonio Spurs,Rudy Gay,12,http://www.espn.com/nba/player/_/id/3005,SF,32,203.2,104.07,Connecticut,"10,087,200",11.5,1.3,5.1,18.03,17.9,2.2,5.9,810,34.6,6.8-15.0,0.453,1.0-3.0,0.343,3.3-4.2,0.795,2.2,0.8,1.3,2.3,17.9
San Antonio Spurs,Chimezie Metu,0,http://www.espn.com/nba/player/_/id/3914283,PF,21,208.28,101.81,USC,Not signed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
San Antonio Spurs,Patty Mills,9,http://www.espn.com/nba/player/_/id/4004,PG,30,182.88,81.45,Saint Mary's,"11,571,429",10,2.8,1.9,11.89,8.2,2.3,1.6,523,18.3,3.0-7.0,0.432,1.4-3.7,0.39,0.8-0.9,0.848,2.3,0.1,0.6,1,8.2
San Antonio Spurs,Dejounte Murray,2,http://www.espn.com/nba/player/_/id/3907497,PG,22,195.58,76.92,Washington,"1,544,951",8.1,2.9,5.7,15.09,6.6,2.3,4.2,119,17.4,2.7-6.1,0.441,0.2-0.5,0.316,1.1-1.5,0.708,2.3,0.3,0.9,1.4,6.6
San Antonio Spurs,Jakob Poeltl,2,http://www.espn.com/nba/player/_/id/3134908,C,22,213.36,104.07,Utah,"2,947,320",6.9,4.8,1.2,17.55,5.4,4.1,0.9,136,15.8,2.4-3.7,0.641,0.0-0.0,0.5,0.7-1.2,0.576,0.5,0.9,0.4,0.8,5.4
San Antonio Spurs,Quincy Pondexter,6,http://www.espn.com/nba/player/_/id/4253,SF,30,200.66,104.07,Washington,"1,512,601",2,0.4,1.2,4.06,5,0.8,2,302,17.3,1.8-4.3,0.419,0.7-1.9,0.357,0.7-1.0,0.738,0.8,0.2,0.4,0.5,5
San Antonio Spurs,Lonnie Walker IV,0,http://www.espn.com/nba/player/_/id/4277890,SG,19,195.58,92.76,Miami (FL),"2,357,160",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
San Antonio Spurs,Derrick White,1,http://www.espn.com/nba/player/_/id/3078576,PG,24,193.04,85.97,Colorado,"1,667,160",3.2,0.5,1.5,15.89,3.2,0.5,1.5,17,8.2,0.9-1.9,0.485,0.5-0.8,0.615,0.8-1.2,0.7,0.5,0.2,0.2,0.4,3.2
Atlanta Hawks,Jaylen Adams,0,http://www.espn.com/nba/player/_/id/3133874,PG,22,187.96,85.97,St. Bonaventure,"1,378,242",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Atlanta Hawks,Cole Aldrich,8,http://www.espn.com/nba/player/_/id/4267,C,29,210.82,114.48,Kansas,Not signed,0.6,0.7,0,6.05,3.1,3.3,0.7,339,10,1.3-2.4,0.527,0.0-0.0,0,0.5-0.7,0.738,0.5,0.7,0.4,0.6,3.1
Atlanta Hawks,Justin Anderson,3,http://www.espn.com/nba/player/_/id/2982340,SG,24,198.12,104.07,Virginia,"2,516,048",6.2,0.7,2.4,13.06,5.8,0.7,2.8,168,14.3,2.0-4.9,0.422,0.7-2.3,0.3,1.0-1.3,0.784,0.7,0.3,0.4,0.6,5.8
Atlanta Hawks,Kent Bazemore,6,http://www.espn.com/nba/player/_/id/6637,SG,29,195.58,90.95,Old Dominion,"18,089,887",12.9,3.5,3.8,14.51,8.2,1.8,2.9,416,20,3.0-7.0,0.422,1.0-2.7,0.36,1.3-1.9,0.718,1.8,0.4,1,1.4,8.2
Atlanta Hawks,DeAndre' Bembry,2,http://www.espn.com/nba/player/_/id/3062667,SF,24,198.12,95.02,Saint Joseph's,"1,634,640",5.2,1.9,2.8,7.69,3.7,1.2,2,64,12.9,1.6-3.5,0.442,0.2-0.8,0.25,0.4-0.8,0.51,1.2,0.3,0.5,1,3.7
Atlanta Hawks,Vince Carter,20,http://www.espn.com/nba/player/_/id/136,SG,41,198.12,99.55,North Carolina,"1,512,601",5.4,1.2,2.6,10.8,17.7,3.3,4.5,1405,31.4,6.4-14.6,0.437,1.5-4.0,0.373,3.4-4.3,0.799,3.3,0.6,1,1.8,17.7
Atlanta Hawks,John Collins,1,http://www.espn.com/nba/player/_/id/3908845,PF,21,208.28,106.33,Wake Forest,"2,299,080",10.5,7.3,1.1,18.33,10.5,7.3,1.1,74,24.1,4.2-7.4,0.576,0.2-0.6,0.34,1.8-2.5,0.715,1.3,1.1,0.6,1.4,10.5
Atlanta Hawks,Dewayne Dedmon,5,http://www.espn.com/nba/player/_/id/2580913,C,29,213.36,110.86,USC,"7,200,000",10,7.9,0.8,15.85,5.5,5.7,0.8,286,16.8,2.2-4.0,0.552,0.2-0.5,0.352,0.9-1.2,0.695,0.6,0.8,0.4,0.9,5.5
Atlanta Hawks,Tyler Dorsey,1,http://www.espn.com/nba/player/_/id/3915560,SG,22,195.58,82.81,Oregon,"1,378,242",7.2,1.4,2.3,10.05,7.2,1.4,2.3,56,17.4,2.6-6.8,0.377,1.3-3.6,0.362,0.8-1.1,0.714,1.4,0.1,0.3,0.7,7.2
Atlanta Hawks,Daniel Hamilton,1,http://www.espn.com/nba/player/_/id/3147351,SG,23,200.66,88.24,Connecticut,"1,349,383",2,1.3,0.8,18.25,2,1.3,0.8,6,4.7,0.8-1.8,0.455,0.3-0.8,0.4,0.0-0.0,0,1.3,0,0.2,0.3,2
Atlanta Hawks,Kevin Huerter,0,http://www.espn.com/nba/player/_/id/4066372,SG,20,200.66,85.97,Maryland,"2,250,960",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Atlanta Hawks,Isaac Humphries,0,http://www.espn.com/nba/player/_/id/3926491,C,20,213.36,117.65,Kentucky,Not signed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Atlanta Hawks,Alex Len,5,http://www.espn.com/nba/player/_/id/2596107,C,25,215.9,113.12,Maryland,"4,350,000",8.5,7.5,0.9,19.37,7.2,6.5,1,335,19.9,2.7-5.7,0.485,0.0-0.1,0.24,1.7-2.4,0.707,0.8,1,0.4,1.3,7.2
Atlanta Hawks,Jeremy Lin,8,http://www.espn.com/nba/player/_/id/4299,PG,30,190.5,90.5,Harvard,"13,766,421",18,4,0,15.97,12,4.5,2.9,406,26.6,4.1-9.4,0.433,1.0-2.8,0.35,2.9-3.6,0.805,4.5,0.4,1.2,2.4,12
Atlanta Hawks,Miles Plumlee,6,http://www.espn.com/nba/player/_/id/6616,C,30,210.82,112.67,Duke,"12,500,000",4.3,4.1,0.5,10.67,4.9,4.6,0.8,328,16.7,2.2-4.1,0.537,0.0-0.0,0,0.6-1.0,0.544,0.5,0.8,0.4,0.9,4.9
Atlanta Hawks,Alex Poythress,2,http://www.espn.com/nba/player/_/id/2991283,SF,25,205.74,106.33,Kentucky,"1,544,951",1,0.1,0.7,7.84,2.9,0.2,1.5,31,8.4,1.2-2.6,0.45,0.3-1.0,0.333,0.3-0.3,0.8,0.2,0.1,0.2,0.2,2.9
Atlanta Hawks,Taurean Prince,2,http://www.espn.com/nba/player/_/id/2990962,SF,24,203.2,99.55,Baylor,"2,526,840",14.1,2.6,4.7,12.9,10.6,1.9,3.9,141,24.4,3.8-8.9,0.42,1.5-4.0,0.374,1.6-1.9,0.825,1.9,0.5,0.9,1.8,10.6
Atlanta Hawks,Omari Spellman,0,http://www.espn.com/nba/player/_/id/4065836,PF,21,205.74,110.86,Villanova,"1,620,480",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Atlanta Hawks,Trae Young,0,http://www.espn.com/nba/player/_/id/4277905,PG,20,187.96,81.45,Oklahoma,"5,356,440",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Charlotte Hornets,Dwayne Bacon,1,http://www.espn.com/nba/player/_/id/3907821,SG,23,200.66,100,Florida State,"1,378,242",3.3,0.7,2.3,5.84,3.3,0.7,2.3,53,13.5,1.4-3.6,0.375,0.2-0.8,0.256,0.4-0.5,0.8,0.7,0,0.3,0.4,3.3
Charlotte Hornets,Nicolas Batum,10,http://www.espn.com/nba/player/_/id/3416,SG,29,203.2,90.5,-,"24,000,000",11.6,5.5,4.8,14.45,12.1,3.8,5.3,692,31.6,4.3-9.9,0.434,1.6-4.6,0.355,1.9-2.2,0.839,3.8,0.6,1,1.9,12.1
Charlotte Hornets,Bismack Biyombo,7,http://www.espn.com/nba/player/_/id/6427,C,26,205.74,115.38,-,"17,000,000",5.7,5.7,1.2,14.15,5,6.5,1.4,529,20.9,1.9-3.7,0.513,0.0-0.0,0,1.2-2.2,0.566,0.5,1.4,0.3,0.9,5
Charlotte Hornets,Miles Bridges,0,http://www.espn.com/nba/player/_/id/4066383,SF,20,200.66,101.81,Michigan State,"3,206,640",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Charlotte Hornets,Joe Chealey,0,http://www.espn.com/nba/player/_/id/3058269,PG,22,190.5,85.97,Charleston,Not signed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Charlotte Hornets,Devonte' Graham,0,http://www.espn.com/nba/player/_/id/3133601,PG,23,187.96,83.71,Kansas,"988,464",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Charlotte Hornets,Willy Hernangomez,2,http://www.espn.com/nba/player/_/id/2999409,C,24,210.82,108.6,-,"1,544,951",5.1,3.8,0.3,21.2,6.9,5.7,0.4,120,15.2,2.8-5.2,0.536,0.1-0.2,0.333,1.3-1.8,0.698,1.1,0.4,0.5,1.1,6.9
Charlotte Hornets,Frank Kaminsky,3,http://www.espn.com/nba/player/_/id/2579294,PF,25,213.36,109.5,Wisconsin,"3,627,842",11.1,3.6,0.2,14.42,10,4.1,0.4,235,23.4,3.6-8.7,0.412,1.2-3.5,0.347,1.6-2.1,0.765,1.7,0.4,0.5,0.9,10
Charlotte Hornets,Michael Kidd-Gilchrist,6,http://www.espn.com/nba/player/_/id/6601,SF,25,200.66,104.98,Kentucky,"13,000,000",9.2,1,4.1,12.54,9.1,1.2,5.9,357,26.7,3.6-7.5,0.477,0.0-0.1,0.194,1.9-2.7,0.707,1.2,0.7,0.7,1,9.1
Charlotte Hornets,Jeremy Lamb,6,http://www.espn.com/nba/player/_/id/6603,SG,26,195.58,83.71,Connecticut,"7,488,372",12.9,2.3,4.1,17.08,9.1,1.4,3.2,356,18.7,3.4-7.8,0.445,0.9-2.7,0.336,1.3-1.6,0.837,1.4,0.3,0.6,0.8,9.1
Charlotte Hornets,J.P. Macura,0,http://www.espn.com/nba/player/_/id/3136483,SG,23,195.58,92.76,Xavier,Not signed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Charlotte Hornets,Malik Monk,1,http://www.espn.com/nba/player/_/id/4066262,SG,20,190.5,90.5,Kentucky,"3,447,480",6.7,1.4,1,10.32,6.7,1.4,1,63,13.5,2.4-6.7,0.36,1.3-3.9,0.342,0.5-0.6,0.842,1.4,0.1,0.3,0.8,6.7
Charlotte Hornets,Tony Parker,17,http://www.espn.com/nba/player/_/id/1015,PG,36,187.96,83.71,-,"5,000,000",7.7,3.5,1.7,12.8,15.8,5.7,2.8,1198,31.1,6.3-12.8,0.492,0.4-1.3,0.326,2.8-3.7,0.752,5.7,0.1,0.9,2.3,15.8
Charlotte Hornets,Kemba Walker,7,http://www.espn.com/nba/player/_/id/6479,PG,28,185.42,83.26,Connecticut,"12,000,000",22.1,5.6,3.1,20.62,18.9,5.4,3.7,523,33.9,6.6-15.8,0.415,2.0-5.5,0.358,3.9-4.6,0.834,5.4,0.4,1.3,2.1,18.9
Charlotte Hornets,Marvin Williams,13,http://www.espn.com/nba/player/_/id/2797,PF,32,205.74,107.24,North Carolina,"14,087,500",9.5,4.7,0.5,13.9,10.5,5.3,0.5,939,28.6,3.8-8.5,0.444,0.9-2.5,0.361,2.1-2.6,0.808,1.3,0.5,0.8,1,10.5
Charlotte Hornets,Cody Zeller,5,http://www.espn.com/nba/player/_/id/2579258,PF,26,213.36,108.6,Indiana,"13,528,090",7.1,5.4,0.6,15.96,7.9,5.6,0.7,312,22.5,2.9-5.8,0.504,0.0-0.1,0.25,2.1-2.8,0.732,1.3,0.7,0.7,1,7.9
Miami Heat,Bam Adebayo,1,http://www.espn.com/nba/player/_/id/4066261,C,21,208.28,115.38,Kentucky,"2,955,840",6.9,5.5,0.6,15.74,6.9,5.5,0.6,69,19.8,2.5-4.9,0.512,0.0-0.1,0,1.9-2.6,0.721,1.5,0.6,0.5,1,6.9
Miami Heat,Goran Dragic,10,http://www.espn.com/nba/player/_/id/3423,PG,32,190.5,85.97,-,"18,109,175",17.3,4.8,4.1,16.64,13.7,4.8,3.1,722,28,5.1-10.8,0.469,1.1-3.1,0.364,2.5-3.2,0.762,4.8,0.2,1,2.3,13.7
Miami Heat,Wayne Ellington,9,http://www.espn.com/nba/player/_/id/3981,SG,30,195.58,90.5,North Carolina,"6,270,000",11.2,1,2.8,12.54,8,1.1,2.2,592,21,2.9-7.2,0.411,1.4-3.7,0.381,0.7-0.8,0.851,1.1,0.1,0.5,0.7,8
Miami Heat,Udonis Haslem,15,http://www.espn.com/nba/player/_/id/2184,PF,38,203.2,106.33,Florida,"1,512,601",0.6,0.7,0.1,1.8,7.7,6.8,0.3,844,25.4,3.1-6.3,0.491,0.0-0.1,0.093,1.5-1.9,0.755,0.9,0.3,0.5,0.9,7.7
Miami Heat,James Johnson,9,http://www.espn.com/nba/player/_/id/3999,PF,31,203.2,108.6,Wake Forest,"14,651,700",10.8,4.9,0.7,15.82,8,3.6,0.9,547,20.7,3.2-6.6,0.481,0.4-1.5,0.299,1.2-1.8,0.694,2.1,0.9,0.8,1.5,8
Miami Heat,Tyler Johnson,4,http://www.espn.com/nba/player/_/id/2530276,SG,26,193.04,85.97,Fresno State,"19,245,370",11.7,2.3,3.4,13.07,11,2.4,3.4,213,26.7,4.0-9.1,0.439,1.2-3.3,0.371,1.8-2.3,0.777,2.4,0.5,0.9,1.2,11
Miami Heat,Derrick Jones Jr.,2,http://www.espn.com/nba/player/_/id/3936099,SF,21,200.66,90.5,UNLV,"1,512,601",3.1,0.5,1.9,10.1,4.4,0.4,2.3,52,15.2,1.7-3.3,0.511,0.1-0.6,0.207,0.9-1.3,0.692,0.4,0.5,0.3,0.4,4.4
Miami Heat,Marcus Lee,0,http://www.espn.com/nba/player/_/id/3064508,F,24,208.28,101.81,California,Not signed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Miami Heat,Yante Maten,0,http://www.espn.com/nba/player/_/id/3136183,PF,22,203.2,108.6,Georgia,Not signed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Miami Heat,Rodney McGruder,2,http://www.espn.com/nba/player/_/id/2488826,SG,27,193.04,90.5,Kansas State,"1,544,951",5.1,0.9,1.8,12.07,6.1,1.5,3,96,23.6,2.4-5.6,0.424,0.9-2.7,0.345,0.5-0.8,0.608,1.5,0.2,0.6,0.6,6.1
Miami Heat,Malik Newman,0,http://www.espn.com/nba/player/_/id/3907359,SG,21,190.5,85.97,Kansas,Not signed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Miami Heat,Kelly Olynyk,5,http://www.espn.com/nba/player/_/id/2489663,PF,27,213.36,108.6,Gonzaga,"12,537,527",11.5,5.7,0.5,17.82,9.9,4.9,0.5,354,21.3,3.7-7.7,0.481,1.0-2.7,0.371,1.4-1.9,0.75,1.9,0.5,0.7,1.5,9.9
Miami Heat,Josh Richardson,3,http://www.espn.com/nba/player/_/id/2581190,SF,25,198.12,90.5,Tennessee,"9,367,200",12.9,2.9,3.5,13.6,10.3,2.4,3,186,29.1,3.9-9.0,0.434,1.4-3.6,0.376,1.2-1.5,0.787,2.4,0.8,1.2,1.3,10.3
Miami Heat,Duncan Robinson,0,http://www.espn.com/nba/player/_/id/3157465,SF,24,203.2,95.02,Michigan,Not signed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Miami Heat,Dwyane Wade,15,http://www.espn.com/nba/player/_/id/1987,SG,36,193.04,99.55,Marquette,"1,512,601",11.4,3.4,3.8,15.09,22.5,5.5,4.7,982,34.5,8.2-17.0,0.483,0.5-1.6,0.287,5.6-7.4,0.767,5.5,0.9,1.6,3.2,22.5
Miami Heat,Dion Waiters,6,http://www.espn.com/nba/player/_/id/6628,SG,26,193.04,97.29,Syracuse,"11,550,000",14.3,3.8,2.6,10.59,13.3,2.8,2.7,365,28.7,5.1-12.4,0.412,1.2-3.6,0.341,1.9-2.7,0.701,2.8,0.3,1,1.9,13.3
Miami Heat,Hassan Whiteside,6,http://www.espn.com/nba/player/_/id/4262,C,29,213.36,119.91,Marshall,"25,434,262",14,11.4,1.7,24.18,13.6,11.4,2.4,271,26.8,5.6-9.8,0.575,0.0-0.0,1,2.4-3.8,0.627,0.5,2.4,0.6,1.6,13.6
Miami Heat,Justise Winslow,3,http://www.espn.com/nba/player/_/id/3135047,SF,22,200.66,101.81,Duke,"3,448,926",7.8,2.2,5.4,11.56,7.5,2,5.3,164,27.7,2.9-7.2,0.41,0.5-1.7,0.314,1.1-1.6,0.653,2,0.4,0.9,1.3,7.5
Orlando Magic,Braian Angola-Rodas,0,http://www.espn.com/nba/player/_/id/4065658,G,24,198.12,88.24,Florida State,Not signed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
